Category,Message
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
ham,Are you this much buzy
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 481612
spam,Loan $42060 approved. 3.49% APR. App #519766. Processing $307.
spam,Student loan #669474 forgiveness $89356 approved. Claim with $376 processing fee.
spam,Invoice #172206: Payment $88613 overdue 3 days. Pay immediately or legal action.
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham,If you r @ home then come down within 5 min
ham,Assignment due Tuesday. Course #610231. Submit via portal.
spam,WINNER #833069: Won $39962 in lottery. Claim immediately!
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,Order #508408 shipped. Arrives Monday. Total: $877. Track online.
spam,Loan $71496 approved. 6.54% APR. App #456134. Processing $606.
ham,Please review report by Tuesday. Task #244242. Thanks!
spam,Invoice #698177: Payment $19557 overdue 2 days. Pay immediately or legal action.
spam,"Bitcoin investment #640006: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff."
ham,Order #857349 shipped. Arrives Monday. Total: $803. Track online.
ham,Dont put your phone on silent mode ok
spam,"Bitcoin investment #186425: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Loan $32146 approved. 3.95% APR. App #147466. Processing $368.
spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 215407
ham,Please review report by Friday. Task #503310. Thanks!
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,Please review report by Monday. Task #390805. Thanks!
spam,WINNER #233978: Won $11335 in lottery. Claim immediately!
spam,"Bitcoin investment #252540: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Foreclosure #653172: Pay $52603 by Friday or property auctioned. Call now.
ham,I am in tirupur.  call you da.
ham,Tell me something. Thats okay.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 483687
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
spam,Student loan #478710 forgiveness $4739 approved. Claim with $350 processing fee.
spam,Invoice #784368: Payment $74822 overdue 3 days. Pay immediately or legal action.
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,Assignment due Friday. Course #564787. Submit via portal.
ham,Order #225581 shipped. Arrives Monday. Total: $227. Track online.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 837818
spam,Invoice #235037: Payment $52694 overdue 5 days. Pay immediately or legal action.
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
spam,Loan $12257 approved. 4.39% APR. App #518068. Processing $707.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 565249
ham,Please review report by Friday. Task #635777. Thanks!
spam,"Bitcoin investment #700725: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,Order #572308 shipped. Arrives Friday. Total: $875. Track online.
ham,No problem baby. Is this is a good time to talk? I called and left a message.
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,Please review report by Monday. Task #577285. Thanks!
ham,See the forwarding message for proof
ham,Please review report by Friday. Task #285755. Thanks!
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Please review report by Monday. Task #464152. Thanks!
spam,Loan $50348 approved. 6.85% APR. App #613796. Processing $569.
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 471222
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,Assignment due Monday. Course #937310. Submit via portal.
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,"* Was really good to see you the other day dudette, been missing you!"
spam,Loan $35674 approved. 6.93% APR. App #689801. Processing $781.
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
spam,WINNER #984477: Won $83514 in lottery. Claim immediately!
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
spam,Loan $9034 approved. 6.20% APR. App #392778. Processing $563.
spam,Student loan #593721 forgiveness $29595 approved. Claim with $423 processing fee.
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
spam,Invoice #386229: Payment $54734 overdue 7 days. Pay immediately or legal action.
ham,Good Morning plz call me sir
ham,Please review report by Monday. Task #684656. Thanks!
spam,"Bitcoin investment #668778: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #224762 shipped. Arrives Friday. Total: $427. Track online.
ham,Please review report by Friday. Task #559729. Thanks!
ham,Assignment due Friday. Course #529874. Submit via portal.
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Assignment due Tuesday. Course #284621. Submit via portal.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 955419
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 545471
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,Please review report by Monday. Task #397495. Thanks!
ham,Please review report by Friday. Task #118049. Thanks!
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 568703
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,I am on the way to ur home
ham,Do ü noe if ben is going?
ham,Hanging out with my brother and his family
spam,WINNER #968297: Won $18651 in lottery. Claim immediately!
ham,Go chase after her and run her over while she's crossing the street
ham,Cool. So how come you havent been wined and dined before?
spam,"Bitcoin investment #869790: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Friday. Task #467743. Thanks!
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 271996
ham,Glad to see your reply.
ham,"That's cool he'll be here all night, lemme know when you're around"
spam,Loan $78887 approved. 3.93% APR. App #607547. Processing $518.
ham,Order #435106 shipped. Arrives Tuesday. Total: $444. Track online.
ham,Ard 530 lor. I ok then message ü lor.
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,Please review report by Friday. Task #343642. Thanks!
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Order #324390 shipped. Arrives Friday. Total: $787. Track online.
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,Assignment due Monday. Course #341699. Submit via portal.
spam,Student loan #900475 forgiveness $61582 approved. Claim with $283 processing fee.
ham,Assignment due Friday. Course #870854. Submit via portal.
ham,Im done. Just studyn in library
spam,Loan $65929 approved. 9.53% APR. App #836850. Processing $448.
ham,4 oclock at mine. Just to bash out a flat plan.
ham,Assignment due Monday. Course #996048. Submit via portal.
spam,"Bitcoin investment #607835: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
spam,Foreclosure #564506: Pay $28208 by Friday or property auctioned. Call now.
ham,Please review report by Friday. Task #545125. Thanks!
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,Minimum walk is 3miles a day.
spam,Foreclosure #445209: Pay $27581 by Friday or property auctioned. Call now.
spam,Foreclosure #299743: Pay $48823 by Friday or property auctioned. Call now.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 125380
spam,Foreclosure #213252: Pay $43894 by Friday or property auctioned. Call now.
spam,Student loan #784650 forgiveness $42215 approved. Claim with $267 processing fee.
ham,Yes just finished watching days of our lives. I love it.
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
spam,Foreclosure #741785: Pay $69228 by Friday or property auctioned. Call now.
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,Assignment due Tuesday. Course #167465. Submit via portal.
ham,Please review report by Tuesday. Task #760080. Thanks!
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,Please review report by Tuesday. Task #196450. Thanks!
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
ham,Please review report by Tuesday. Task #155072. Thanks!
ham,Assignment due Friday. Course #385934. Submit via portal.
spam,Student loan #633529 forgiveness $84710 approved. Claim with $451 processing fee.
ham,Assignment due Friday. Course #392069. Submit via portal.
ham,Hey u still at the gym?
ham,This pain couldn't have come at a worse time.
spam,WINNER #603450: Won $11346 in lottery. Claim immediately!
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Missing you too.pray inshah allah
spam,Invoice #258946: Payment $48268 overdue 2 days. Pay immediately or legal action.
ham,"Sorry that took so long, omw now"
spam,Invoice #924564: Payment $49192 overdue 7 days. Pay immediately or legal action.
ham,Please review report by Tuesday. Task #677709. Thanks!
spam,Foreclosure #745520: Pay $88839 by Friday or property auctioned. Call now.
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,Order #982373 shipped. Arrives Friday. Total: $526. Track online.
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
spam,"Bitcoin investment #796178: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 937134
ham,Assignment due Friday. Course #606362. Submit via portal.
ham,Order #439123 shipped. Arrives Monday. Total: $224. Track online.
spam,Foreclosure #957156: Pay $36309 by Friday or property auctioned. Call now.
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,How are you enjoying this semester? Take care brother.
ham,Please review report by Monday. Task #571516. Thanks!
ham,Assignment due Friday. Course #746919. Submit via portal.
ham,Order #916998 shipped. Arrives Friday. Total: $936. Track online.
